FID,REPDIST,PREC,APREC,BUREAU,BASICCAR,AREA,PERIMETER,SHAPE_Length,SHAPE_Area
1,1901,19,MISSION,VALLEY BUREAU,19A1,43671777.5178,31946.3556639,0.0991632430779665,0.000397466903193313
2,1705,17,DEVONSHIRE,VALLEY BUREAU,17A35,109854279.85,48888.5927469,0.148847291905745,0.000999648045025088
3,1902,19,MISSION,VALLEY BUREAU,19A7,33530747.81,26849.3585956,0.081961055903048,0.000305148505360746
4,1903,19,MISSION,VALLEY BUREAU,19A7,10826099.1626,14488.7845487,0.045659450264951,9.85320902310155e-05
5,1904,19,MISSION,VALLEY BUREAU,19A7,17305236.6246,20025.5444132,0.0618827806419276,0.000157494627774171
6,1906,19,MISSION,VALLEY BUREAU,19A7,14956016.8737,18686.7610903,0.0572102309068337,0.000136114155629635
7,1909,19,MISSION,VALLEY BUREAU,19A7,29982426.6066,28140.5385413,0.0861816578957494,0.000272854706136642
8,1912,19,MISSION,VALLEY BUREAU,19A1,19318550.1937,19175.088891,0.0602691537888829,0.00017580566809852
9,1908,19,MISSION,VALLEY BUREAU,19A7,20298475.4503,33313.7695259,0.100735231103129,0.000184709708338656
10,1905,19,MISSION,VALLEY BUREAU,19A7,7631968.33327,11057.5656492,0.033657597310741,6.94519641707457e-05
11,1708,17,DEVONSHIRE,VALLEY BUREAU,17A49,101276401.049,42492.5035911,0.126297301890677,0.000921407519904394
12,1913,19,MISSION,VALLEY BUREAU,19A1,23781107.0605,19792.0437409,0.0603057962877067,0.000216394235706609
13,1917,19,MISSION,VALLEY BUREAU,19A7,3817563.23312,8423.23491529,0.025690178158237,3.47385721868342e-05
14,1907,19,MISSION,VALLEY BUREAU,19A7,15284678.4853,19777.4929017,0.0600873237836564,0.000139077299293058
15,1911,19,MISSION,VALLEY BUREAU,19A1,10011135.2126,14003.4782233,0.0429534591871989,9.10959214407487e-05
16,1916,19,MISSION,VALLEY BUREAU,19A7,11856972.5247,14281.8810838,0.0435126127882422,0.000107887824998835
17,1918,19,MISSION,VALLEY BUREAU,19A7,11175283.5442,17309.2129198,0.0524137514922832,0.000101681019917722
18,1921,19,MISSION,VALLEY BUREAU,19A1,20166184.9918,18445.7357825,0.0557569901164687,0.000183483470411572
19,1915,19,MISSION,VALLEY BUREAU,19A1,7411922.54166,12985.891749,0.0396031298907198,6.74386859416845e-05
20,1919,19,MISSION,VALLEY BUREAU,19A7,14486325.5021,22788.7954641,0.068166610803683,0.000131798875616984
21,1701,17,DEVONSHIRE,VALLEY BUREAU,17A23,98115018.0143,47488.9792268,0.145497409408683,0.00089254893701021
22,1707,17,DEVONSHIRE,VALLEY BUREAU,17A35,12217713.4304,19092.4887836,0.0584308214529517,0.000111160157753878
23,1925,19,MISSION,VALLEY BUREAU,19A1,10685950.9053,14616.1747593,0.0445366533856286,9.7222830940197e-05
24,1715,17,DEVONSHIRE,VALLEY BUREAU,17A35,45842034.6485,33027.5794174,0.101664801763078,0.000417043144692574
25,1924,19,MISSION,VALLEY BUREAU,19A1,19082429.4163,20503.4042362,0.0622478924287342,0.000173600777365226
26,1703,17,DEVONSHIRE,VALLEY BUREAU,17A35,8604583.98323,14557.7711172,0.0455734396246384,7.82829176280775e-05
27,1603,16,FOOTHILL,VALLEY BUREAU,16A35,19203908.403,21287.868327,0.065274332750833,0.000174708729601316
28,1714,17,DEVONSHIRE,VALLEY BUREAU,17A35,26796652.4403,36055.6867403,0.109508428352372,0.000243768183618969
29,1716,17,DEVONSHIRE,VALLEY BUREAU,17A35,15552410.962,19277.9932639,0.0571784217965622,0.000141480841183441
30,1601,16,FOOTHILL,VALLEY BUREAU,16A11,11748364.9408,14811.8525274,0.0450984194203714,0.000106874008809935
31,1618,16,FOOTHILL,VALLEY BUREAU,16A35,46838848.6447,41780.4627459,0.128637287555092,0.000426052588649409
32,1931,19,MISSION,VALLEY BUREAU,19A43,10237936.0558,15234.9463688,0.0459750627947175,9.31303320913523e-05
33,1619,16,FOOTHILL,VALLEY BUREAU,16A59,130897198.393,67264.472965,0.206185778947238,0.0011905419435428
34,1712,17,DEVONSHIRE,VALLEY BUREAU,17A35,19991109.557,17545.628234,0.0523078305616297,0.000181846143006913
35,1602,16,FOOTHILL,VALLEY BUREAU,16A11,16107467.3703,19109.2682144,0.0591057384662722,0.000146520658155239
36,1713,17,DEVONSHIRE,VALLEY BUREAU,17A35,12006303.8165,14596.3758414,0.0440223327579657,0.00010921174046613
37,1605,16,FOOTHILL,VALLEY BUREAU,16A35,10019918.8829,13045.175181,0.041070977121097,9.1146049142666e-05
38,1709,17,DEVONSHIRE,VALLEY BUREAU,17A49,4954507.39274,10267.7943111,0.0318251315045443,4.50672816927717e-05
39,1606,16,FOOTHILL,VALLEY BUREAU,16A35,16195128.5714,20091.0264727,0.0623218428878237,0.000147314289773314
40,1617,16,FOOTHILL,VALLEY BUREAU,16A35,44692442.8921,40029.1217558,0.122217924253487,0.000406496599634077
41,1611,16,FOOTHILL,VALLEY BUREAU,16A11,10049927.7159,13058.5805818,0.0396999085098014,9.14158881967763e-05
42,1608,16,FOOTHILL,VALLEY BUREAU,16A35,34147202.7824,37072.0029053,0.117140498554163,0.000310600032502527
43,1614,16,FOOTHILL,VALLEY BUREAU,16A35,642248.838749,3801.04332681,0.0115071656618913,5.84205097661354e-06
44,1936,19,MISSION,VALLEY BUREAU,19A43,3062670.75654,7392.39609782,0.0223679984350269,2.78581426736633e-05
45,1613,16,FOOTHILL,VALLEY BUREAU,16A23,5710165.30149,10812.8050894,0.0330821563238104,5.19386517221671e-05
46,1612,16,FOOTHILL,VALLEY BUREAU,16A11,13012723.2957,14536.4185853,0.0442184676900795,0.000118357818406796
47,1729,17,DEVONSHIRE,VALLEY BUREAU,17A35,19490218.5427,20231.4495178,0.0641675612710287,0.000177279205467417
48,1717,17,DEVONSHIRE,VALLEY BUREAU,17A49,8882206.75154,15539.1444006,0.0482109836966031,8.07914992142933e-05
49,1935,19,MISSION,VALLEY BUREAU,19A43,12862145.7352,15701.6057088,0.048720170814174,0.000116990805036689
50,1944,19,MISSION,VALLEY BUREAU,19A43,10443221.3396,16470.7756102,0.0490011233095341,9.49856925830262e-05
51,1718,17,DEVONSHIRE,VALLEY BUREAU,17A49,10286256.2924,12878.0838346,0.0398885341835397,9.3561466290377e-05
52,1719,17,DEVONSHIRE,VALLEY BUREAU,17A49,637703.535919,3648.22203987,0.0112746040125426,5.80059328456263e-06
53,1934,19,MISSION,VALLEY BUREAU,19A43,2250663.85314,6992.94799668,0.0203118403905767,2.04713255663101e-05
54,1615,16,FOOTHILL,VALLEY BUREAU,16A35,5810497.97015,12078.5461029,0.0388124777368352,5.28509607029536e-05
55,1721,17,DEVONSHIRE,VALLEY BUREAU,17A23,78939005.0483,38374.9598359,0.11808156171744,0.000717931463536773
56,1728,17,DEVONSHIRE,VALLEY BUREAU,17A35,19455856.6456,19066.550117,0.0584927300665598,0.000176955947562282
57,1737,17,DEVONSHIRE,VALLEY BUREAU,17A35,16906398.9189,16559.0536732,0.0500730130768491,0.000153766962340541
58,1633,16,FOOTHILL,VALLEY BUREAU,16A23,9275652.7321,13250.5101009,0.040049657049,8.43655071811093e-05
59,1622,16,FOOTHILL,VALLEY BUREAU,16A11,13623062.7721,17801.2013012,0.0532566303378044,0.000123902874022609
60,1634,16,FOOTHILL,VALLEY BUREAU,16A35,40794682.9241,24805.1819794,0.0768715872152981,0.000371018782669503
61,1727,17,DEVONSHIRE,VALLEY BUREAU,17A35,28333366.788,21349.3337101,0.0645793844191502,0.00025768057289627
62,1635,16,FOOTHILL,VALLEY BUREAU,16A35,26108851.2909,26339.2510264,0.0814149955616506,0.000237464346065824
63,1723,17,DEVONSHIRE,VALLEY BUREAU,17A23,41769131.9201,27578.6490139,0.0851618780750993,0.000379874765990377
64,1943,19,MISSION,VALLEY BUREAU,19A43,13483000.4502,17358.2412518,0.0550344139974247,0.000122628756722868
65,1725,17,DEVONSHIRE,VALLEY BUREAU,17A23,21978481.9443,19919.4441862,0.0598905660229028,0.000199886670679973
66,1636,16,FOOTHILL,VALLEY BUREAU,16A35,19764879.1964,25251.000922,0.0766164828211041,0.000179752762169983
67,1623,16,FOOTHILL,VALLEY BUREAU,16A23,5927719.70873,11105.0338513,0.0339690876773491,5.391270199325e-05
68,1735,17,DEVONSHIRE,VALLEY BUREAU,17A35,20119347.9088,20829.3696071,0.0659064090195764,0.00018298566273096
69,1941,19,MISSION,VALLEY BUREAU,19A43,4366091.75505,8757.04993484,0.0259974667102725,3.97096625047521e-05
70,1738,17,DEVONSHIRE,VALLEY BUREAU,17A49,8545902.36222,12393.4589596,0.0389744733298684,7.77257293457904e-05
71,1645,16,FOOTHILL,VALLEY BUREAU,16A23,16811658.6643,16022.0865171,0.048130662272481,0.000152891731229845
72,1739,17,DEVONSHIRE,VALLEY BUREAU,17A49,3619866.61536,12209.662222,0.0387540600217658,3.29217285030425e-05
73,1621,16,FOOTHILL,VALLEY BUREAU,16A11,9789174.12363,13447.7325364,0.040548266409584,8.90265698199114e-05
74,1654,16,FOOTHILL,VALLEY BUREAU,16A23,17834483.9635,19550.4064919,0.0592628602804342,0.00016218374823237
75,1945,19,MISSION,VALLEY BUREAU,19A43,5879785.66485,17859.3006286,0.0570612529022953,5.34741847484542e-05
76,1637,16,FOOTHILL,VALLEY BUREAU,16A35,13374540.2483,16527.9967928,0.0514186041331498,0.000121634224533392
77,1643,16,FOOTHILL,VALLEY BUREAU,16A23,6368148.25277,11601.1389642,0.0350851405292621,5.79126523411246e-05
78,1655,16,FOOTHILL,VALLEY BUREAU,16A35,53440923.8058,30252.1455359,0.0926949164782315,0.000485974145318495
79,1745,17,DEVONSHIRE,VALLEY BUREAU,17A49,21528496.2797,21363.8090651,0.0677440341921988,0.000195784847560137
80,1722,17,DEVONSHIRE,VALLEY BUREAU,17A23,10729458.7832,14224.2702726,0.0445079829423858,9.75754811215906e-05
81,1747,17,DEVONSHIRE,VALLEY BUREAU,17A49,10444616.6732,13235.3502812,0.0408701415221233,9.49856485684078e-05
82,1743,17,DEVONSHIRE,VALLEY BUREAU,17A35,8749170.664,12685.1225406,0.0391299872722586,7.95666011202635e-05
83,1749,17,DEVONSHIRE,VALLEY BUREAU,17A49,13570979.9348,15602.6897033,0.0487040955449408,0.000123417189272586
84,1959,19,MISSION,VALLEY BUREAU,19A79,11701986.8555,16221.8208638,0.0479828125943464,0.000106412085033012
85,1954,19,MISSION,VALLEY BUREAU,19A43,13947924.7027,15861.476305,0.0465406275322799,0.000126839569129415
86,1951,19,MISSION,VALLEY BUREAU,19A43,3860406.29056,8201.15876894,0.0241786686232289,3.51072739306686e-05
87,1955,19,MISSION,VALLEY BUREAU,19A43,9061469.98613,11958.9364786,0.0369631442471074,8.24066466323935e-05
88,1642,16,FOOTHILL,VALLEY BUREAU,16A23,5708590.3685,11302.6662808,0.0341639241890047,5.19130838373163e-05
89,1958,19,MISSION,VALLEY BUREAU,19A79,13622917.7166,18325.1029217,0.0537802678354728,0.000123875726255822
90,1638,16,FOOTHILL,VALLEY BUREAU,16A59,12285353.5773,15057.079734,0.0470778978810074,0.000111723438794634
91,1665,16,FOOTHILL,VALLEY BUREAU,16A77,33471049.2902,30846.8451242,0.0927381403819409,0.000304351718706059
92,1639,16,FOOTHILL,VALLEY BUREAU,16A59,4879280.96443,8917.24913013,0.0267949685149352,4.43719567509022e-05
93,1641,16,FOOTHILL,VALLEY BUREAU,16A23,10769652.0708,13626.5155165,0.0413129358600122,9.79342408285355e-05
94,1656,16,FOOTHILL,VALLEY BUREAU,16A35,40618407.2811,34385.8400623,0.10999694289,0.000369375080736475
95,1659,16,FOOTHILL,VALLEY BUREAU,16A59,20614778.9971,21202.1030044,0.0628453368166019,0.000187453005916913
96,1751,17,DEVONSHIRE,VALLEY BUREAU,17A23,13946257.2084,16919.8017606,0.0534227847406214,0.000126818518836613
97,1756,17,DEVONSHIRE,VALLEY BUREAU,17A49,16707350.8341,17844.986119,0.0561386408814766,0.000151927135317915
98,1752,17,DEVONSHIRE,VALLEY BUREAU,17A23,11343977.3872,13692.3541638,0.0423926185473227,0.000103155299651875
99,1753,17,DEVONSHIRE,VALLEY BUREAU,17A23,10465284.9699,13221.3337529,0.0407867381501812,9.51649812400367e-05
100,1763,17,DEVONSHIRE,VALLEY BUREAU,17A23,8786081.15527,12192.7591839,0.0375425694109633,7.98954547005255e-05
101,1757,17,DEVONSHIRE,VALLEY BUREAU,17A49,9077709.44751,12363.8400808,0.0379845825722605,8.25475150813338e-05
102,1764,17,DEVONSHIRE,VALLEY BUREAU,17A81,24280498.4147,22600.8406799,0.0652306658111102,0.000220766856576266
103,1765,17,DEVONSHIRE,VALLEY BUREAU,17A35,8447822.93421,12096.7855213,0.0371846704278035,7.68196387912054e-05
104,1754,17,DEVONSHIRE,VALLEY BUREAU,17A35,9115309.38779,12392.6713349,0.0385033278330138,8.28893407769141e-05
105,1755,17,DEVONSHIRE,VALLEY BUREAU,17A35,6474594.55974,12347.9576867,0.0382841718012673,5.8875756009264e-05
106,1758,17,DEVONSHIRE,VALLEY BUREAU,17A49,7468301.38101,10825.5057522,0.032893623761131,6.79122386115985e-05
107,1759,17,DEVONSHIRE,VALLEY BUREAU,17A49,7520482.63711,10965.5127121,0.0333176056800262,6.83868218009852e-05
108,1956,19,MISSION,VALLEY BUREAU,19A43,6698244.99119,11175.9069053,0.0341700872311423,6.09100543227688e-05
109,1952,19,MISSION,VALLEY BUREAU,19A43,3874104.13501,8218.91367653,0.0242268296524804,3.52288085745098e-05
110,1653,16,FOOTHILL,VALLEY BUREAU,16A23,12069777.1753,14232.4699665,0.0431731819859241,0.000109750750924189
111,1668,16,FOOTHILL,VALLEY BUREAU,16A59,65940771.7276,45107.8826663,0.141296533047311,0.000599544877098542
112,1657,16,FOOTHILL,VALLEY BUREAU,16A59,7019661.30632,12082.4012297,0.0374175660527074,6.38320951309547e-05
113,1658,16,FOOTHILL,VALLEY BUREAU,16A59,7486074.04001,12653.4308663,0.0383674318568108,6.80722938881407e-05
114,1664,16,FOOTHILL,VALLEY BUREAU,16A77,33451422.2185,25054.6125215,0.0758409976792721,0.000304147928022145
115,1667,16,FOOTHILL,VALLEY BUREAU,16A77,77537006.1168,41958.8837242,0.132945689820231,0.000704976898215014
116,1761,17,DEVONSHIRE,VALLEY BUREAU,17A23,44925880.7583,37077.0678199,0.114270884336654,0.000408485199638845
117,1651,16,FOOTHILL,VALLEY BUREAU,16A23,10771345.7948,13635.3384429,0.0413326133646642,9.79387468100156e-05
118,1774,17,DEVONSHIRE,VALLEY BUREAU,17A67,6611028.61962,13129.694777,0.0374637239633463,6.01089484426623e-05
119,1787,17,DEVONSHIRE,VALLEY BUREAU,17A67,10934618.1455,20288.1576218,0.0582826605932965,9.94136537008659e-05
120,1768,17,DEVONSHIRE,VALLEY BUREAU,17A95,13919106.6975,15861.1141852,0.0495200349655915,0.000126561470449991
121,1969,19,MISSION,VALLEY BUREAU,19A79,11906834.7352,15670.0421346,0.0473768100628953,0.000108260462352219
122,1762,17,DEVONSHIRE,VALLEY BUREAU,17A81,20533237.9784,20938.7661047,0.0664707922914188,0.000186700866741125
123,1963,19,MISSION,VALLEY BUREAU,19A75,4544923.26094,10013.9109697,0.0303818429657072,4.13247191239779e-05
124,1772,17,DEVONSHIRE,VALLEY BUREAU,17A81,11687457.5302,16274.9099493,0.0478391026017587,0.000106265095416177
125,1776,17,DEVONSHIRE,VALLEY BUREAU,17A95,13558694.7873,16087.1692116,0.0474814986987719,0.000123280106225777
126,1766,17,DEVONSHIRE,VALLEY BUREAU,17A67,9891216.79691,13769.7309434,0.0430546284915962,8.99374467234806e-05
127,1767,17,DEVONSHIRE,VALLEY BUREAU,17A67,17032841.99,18167.7023277,0.0561624852672001,0.000154868935403254
128,1777,17,DEVONSHIRE,VALLEY BUREAU,17A95,14319046.2611,16189.0223222,0.0478159313625189,0.000130190923923384
129,1778,17,DEVONSHIRE,VALLEY BUREAU,17A95,6974536.77173,10566.2465862,0.0319999965059658,6.34168530863791e-05
130,1779,17,DEVONSHIRE,VALLEY BUREAU,17A95,12402004.7189,18031.9338042,0.053751139376433,0.000112759212839361
131,1961,19,MISSION,VALLEY BUREAU,19A61,8509069.39335,13686.792829,0.0393765831129351,7.73661951901134e-05
132,1962,19,MISSION,VALLEY BUREAU,19A61,19817564.4627,18674.9216565,0.0561071647636574,0.000180187019262337
133,1967,19,MISSION,VALLEY BUREAU,19A79,17489794.3925,16770.5055493,0.050490267833736,0.00015901848486041
134,1663,16,FOOTHILL,VALLEY BUREAU,16A77,24351382.1198,20595.796601,0.063460297038043,0.000221396798893711
135,1669,16,FOOTHILL,VALLEY BUREAU,16A59,6507777.50179,13867.7369951,0.0406354811083991,5.91673882207403e-05
136,1775,17,DEVONSHIRE,VALLEY BUREAU,17A95,13959900.9885,15865.0297182,0.0495326841638546,0.000126921454358621
137,1771,17,DEVONSHIRE,VALLEY BUREAU,17A81,11837173.5444,17593.9417437,0.0561963488599169,0.000107622822529933
138,1783,17,DEVONSHIRE,VALLEY BUREAU,17A67,7858051.82554,12855.9581027,0.038030864952994,7.14424293293237e-05
139,1773,17,DEVONSHIRE,VALLEY BUREAU,17A67,3501456.8685,7909.79250841,0.023215558018449,3.18346115184528e-05
140,1964,19,MISSION,VALLEY BUREAU,19A75,5331315.4938,9354.15931879,0.0280276604028936,4.847121837929e-05
141,1966,19,MISSION,VALLEY BUREAU,19A75,5878817.20865,10156.957167,0.0308448577674876,5.34487728144702e-05
142,1781,17,DEVONSHIRE,VALLEY BUREAU,17A81,23636294.613,21598.2168364,0.0670328358375784,0.000214881638508047
143,1675,16,FOOTHILL,VALLEY BUREAU,16A77,21345730.2918,20552.7746795,0.0614278331990968,0.000194052181250198
144,1679,16,FOOTHILL,VALLEY BUREAU,16A59,88092402.8604,49346.737399,0.156903490888839,0.000800830844109114
145,1977,19,MISSION,VALLEY BUREAU,19A79,13391375.476,14980.5035792,0.0455367530314094,0.00012174370514878
146,1661,16,FOOTHILL,VALLEY BUREAU,16A77,3175187.81987,7810.00926739,0.0236654753785998,2.88675130841853e-05
147,1785,17,DEVONSHIRE,VALLEY BUREAU,17A67,19568533.1669,18725.7058593,0.0580727493560868,0.000177902605828072
148,1979,19,MISSION,VALLEY BUREAU,19A79,6074816.55817,11063.0567031,0.0333498328225432,5.52277204021515e-05
149,1678,16,FOOTHILL,VALLEY BUREAU,16A77,47272708.2004,40238.0412948,0.127497666693822,0.000429748335326018
150,1782,17,DEVONSHIRE,VALLEY BUREAU,17A81,11222555.9909,14971.7051567,0.0469987261720972,0.000102023843855101
151,1672,16,FOOTHILL,VALLEY BUREAU,16A77,7141611.07889,11175.5145518,0.0345911472889018,6.49240257481709e-05
152,1788,17,DEVONSHIRE,VALLEY BUREAU,17A95,13946192.491,15852.8589113,0.0494858395388224,0.000126785747530568
153,2104,21,TOPANGA,VALLEY BUREAU,21A5,4714826.30672,9640.64064706,0.0290953114141101,4.28626949741365e-05
154,2103,21,TOPANGA,VALLEY BUREAU,21A1,22654219.9463,23402.1510837,0.0711300842437903,0.000205935205197051
155,2106,21,TOPANGA,VALLEY BUREAU,21A5,3605874.36828,8160.77390681,0.0240681660351343,3.2781157910098e-05
156,1796,17,DEVONSHIRE,VALLEY BUREAU,17A95,8514374.67177,13958.2946622,0.0402015705629948,7.74019268984932e-05
157,1797,17,DEVONSHIRE,VALLEY BUREAU,17A95,19397528.23,18164.7244514,0.0543083409097631,0.000176335574714123
158,1798,17,DEVONSHIRE,VALLEY BUREAU,17A95,9586172.44935,12542.5231391,0.038539375909978,8.71482405080456e-05
159,1676,16,FOOTHILL,VALLEY BUREAU,16A77,6377216.23422,20483.4510843,0.0605104034459186,5.79719536267685e-05
160,1971,19,MISSION,VALLEY BUREAU,19A61,2175095.45173,5936.73729554,0.0181674611961083,1.9774298535257e-05
161,1972,19,MISSION,VALLEY BUREAU,19A61,3637262.74105,8286.15119427,0.0259916585231794,3.30671959689338e-05
162,1974,19,MISSION,VALLEY BUREAU,19A85,3831390.25944,9011.9437076,0.0283954696171958,3.48320367523286e-05
163,1975,19,MISSION,VALLEY BUREAU,19A75,2173945.18566,7173.78415162,0.0227267589857448,1.97639142245931e-05
164,1988,19,MISSION,VALLEY BUREAU,19A79,14275202.7923,15964.1613196,0.0479906468234481,0.000129768785940809
165,1681,16,FOOTHILL,VALLEY BUREAU,16A81,16824217.0231,17285.7170423,0.0523762393035077,0.000152937040165452
166,1987,19,MISSION,VALLEY BUREAU,19A75,15041100.8244,17190.628421,0.0527570619703268,0.000136730992022354
167,1985,19,MISSION,VALLEY BUREAU,19A85,9576482.9439,13527.2391244,0.0402203269083536,8.70543645608048e-05
168,1989,19,MISSION,VALLEY BUREAU,19A79,11547328.4353,15349.1884618,0.0461554925336219,0.000104967957727801
169,1793,17,DEVONSHIRE,VALLEY BUREAU,17A67,9101653.08032,12596.5620427,0.0370861981037364,8.27376728801472e-05
170,1981,19,MISSION,VALLEY BUREAU,19A61,6304927.28169,10974.0080523,0.0320082853780149,5.73147115233391e-05
171,1982,19,MISSION,VALLEY BUREAU,19A61,3489563.49983,7805.71945561,0.024375288954697,3.17230515392887e-05
172,1984,19,MISSION,VALLEY BUREAU,19A85,6639649.48147,11125.2983708,0.0326318506432323,6.03573346990761e-05
173,1794,17,DEVONSHIRE,VALLEY BUREAU,17A67,17688188.7859,18117.9403854,0.0561281676086205,0.000160790773673085
174,1682,16,FOOTHILL,VALLEY BUREAU,16A81,5220599.38057,10901.3477827,0.0339862551073656,4.74582231783445e-05
175,1673,16,FOOTHILL,VALLEY BUREAU,16A77,2103873.58535,6695.00489801,0.021154276741453,1.91255369800634e-05
176,2105,21,TOPANGA,VALLEY BUREAU,21A5,7722046.28605,10998.6305605,0.0329615769397111,7.01946748038166e-05
177,1795,17,DEVONSHIRE,VALLEY BUREAU,17A95,20486364.6978,20432.2170309,0.0645163284901614,0.000186226364180376
178,2107,21,TOPANGA,VALLEY BUREAU,21A5,7488640.71044,11239.7211348,0.0340684127095329,6.80726002608348e-05
179,1791,17,DEVONSHIRE,VALLEY BUREAU,17A81,16470973.9518,18165.6909617,0.0570651947101852,0.000149724772869017
180,1792,17,DEVONSHIRE,VALLEY BUREAU,17A81,15176558.7499,16310.9772469,0.0507406872809909,0.00013795801561006
181,1799,17,DEVONSHIRE,VALLEY BUREAU,17A95,9243573.60051,12436.996424,0.0383188678432528,8.40265671980234e-05
182,1677,16,FOOTHILL,VALLEY BUREAU,16A77,33968338.102,26478.3536741,0.0808655749954562,0.000308760290816854
183,1983,19,MISSION,VALLEY BUREAU,19A61,6012906.23433,9967.40115357,0.0302096797615762,5.46589474167427e-05
184,1684,16,FOOTHILL,VALLEY BUREAU,16A81,15424908.1552,17445.6827101,0.0506170902956579,0.000140202678469953
185,1689,16,FOOTHILL,VALLEY BUREAU,16A81,3548235.49502,11352.7283674,0.0355358852887285,3.22535946789431e-05
186,1687,16,FOOTHILL,VALLEY BUREAU,16A81,13750089.5807,18163.8754771,0.0548655292892341,0.000124981279237237
187,1685,16,FOOTHILL,VALLEY BUREAU,16A81,16908420.4686,18138.5638558,0.0526345424318931,0.000153688079838034
188,1008,10,WEST VALLEY,VALLEY BUREAU,10A39,50254617.3912,38218.1190318,0.112716791196613,0.00045673419690543
189,1698,16,FOOTHILL,VALLEY BUREAU,16A81,17391034.3614,19635.8292011,0.0597378203310689,0.000158069211691799
190,1999,19,MISSION,VALLEY BUREAU,19A93,12965147.4138,16625.0855165,0.04960439004422,0.000117843695623399
191,1998,19,MISSION,VALLEY BUREAU,19A93,18534423.2797,18549.1027409,0.0566844901826105,0.000168463574091507
192,1994,19,MISSION,VALLEY BUREAU,19A93,5903087.94679,16281.9141668,0.0504116709926677,5.36565436843153e-05
193,1993,19,MISSION,VALLEY BUREAU,19A93,6153491.25581,10150.5203533,0.0307039948209096,5.59322276415946e-05
194,1991,19,MISSION,VALLEY BUREAU,19A93,3950355.42641,8025.08648592,0.0242537049939411,3.59070269674388e-05
195,1009,10,WEST VALLEY,VALLEY BUREAU,10A39,6344685.71839,14758.7784688,0.0475934716285658,5.76713496262297e-05
196,1007,10,WEST VALLEY,VALLEY BUREAU,10A17,11864248.1778,14174.4782001,0.041744600743611,0.000107835996656269
197,1006,10,WEST VALLEY,VALLEY BUREAU,10A17,12150808.0464,14490.7515307,0.0427779431499725,0.000110440697948518
198,1005,10,WEST VALLEY,VALLEY BUREAU,10A3,12029778.7424,14396.0924175,0.0425137218039534,0.000109340564104822
199,1004,10,WEST VALLEY,VALLEY BUREAU,10A3,11913306.4145,14295.486418,0.0422357172272082,0.000108281827064044
200,1003,10,WEST VALLEY,VALLEY BUREAU,10A3,11478843.0415,14535.4808201,0.0431772924736763,0.000104333202169212
201,1001,10,WEST VALLEY,VALLEY BUREAU,10A3,23583540.1094,19418.8120904,0.0593975669061162,0.000214353528623813
202,2129,21,TOPANGA,VALLEY BUREAU,21A29,11484163.8239,13968.3145454,0.041343083087357,0.000104380965819797
203,2118,21,TOPANGA,VALLEY BUREAU,21A29,11337114.9839,17438.9409095,0.0530832937287176,0.000103046752539774
204,2126,21,TOPANGA,VALLEY BUREAU,21A5,15739363.393,16321.5309055,0.0494627851462268,0.000143055805616497
205,2115,21,TOPANGA,VALLEY BUREAU,21A5,3898890.89578,8163.10393099,0.0252993424607644,3.54388776797832e-05
206,2114,21,TOPANGA,VALLEY BUREAU,21A1,10875849.0047,13518.2445034,0.0401019340267928,9.88514024099315e-05
207,2113,21,TOPANGA,VALLEY BUREAU,21A1,14139177.8697,15394.9786988,0.0465789285719241,0.000128512749881107
208,1501,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A21,16178383.4725,16844.6550504,0.0500940959400433,0.000147044377455999
209,1502,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A21,12077746.5464,16225.6650485,0.0472321839307637,0.000109771761043899
210,1691,16,FOOTHILL,VALLEY BUREAU,16A81,5229446.10722,10635.2465316,0.0335276551172474,4.75330022633078e-05
211,1995,19,MISSION,VALLEY BUREAU,19A93,3793315.51281,7834.10036499,0.0237059898780661,3.4478298729855e-05
212,1018,10,WEST VALLEY,VALLEY BUREAU,10A39,13009694.6807,18361.2382996,0.0541372290693101,0.000118237006703907
213,1019,10,WEST VALLEY,VALLEY BUREAU,10A39,2771226.58339,12236.2974726,0.0341513001426076,2.51864508039166e-05
214,901,9,VAN NUYS,VALLEY BUREAU,9A5,11478035.1563,15072.3924099,0.0438395680219037,0.000104317982144648
215,2125,21,TOPANGA,VALLEY BUREAU,21A5,6749711.22847,10402.6709723,0.0314492178499939,6.13471778539255e-05
216,2128,21,TOPANGA,VALLEY BUREAU,21A29,6973858.0769,10561.6014578,0.0319790071307532,6.33844734460971e-05
217,1693,16,FOOTHILL,VALLEY BUREAU,16A81,9011570.43212,13284.3710558,0.0401708324819795,8.19051945879867e-05
218,904,9,VAN NUYS,VALLEY BUREAU,9A5,16459289.7068,19540.0761444,0.0595120777126721,0.000149590027594459
219,1699,16,FOOTHILL,VALLEY BUREAU,16A81,5161187.77264,9852.52945581,0.029842740047113,4.69081360202268e-05
220,1695,16,FOOTHILL,VALLEY BUREAU,16A81,7765621.5542,13390.1807898,0.0420767957017566,7.05796890585477e-05
221,2133,21,TOPANGA,VALLEY BUREAU,21A1,25513689.5522,26043.993936,0.080467739089196,0.00023186655303029
222,906,9,VAN NUYS,VALLEY BUREAU,9A5,9275618.43852,12379.3568276,0.0369477836395209,8.42988401550632e-05
223,909,9,VAN NUYS,VALLEY BUREAU,9A5,10661269.8113,13585.4705306,0.0418024830531777,9.68907793986936e-05
