FID,REPDIST,PREC,APREC,BUREAU,BASICCAR,AREA,PERIMETER,SHAPE_Length,SHAPE_Area
663,831,8,WEST LOS ANGELES,WEST BUREAU,8A13,18431822.9861,22166.2878004,0.0689173095691927,0.000167194008173429
664,275,2,RAMPART,CENTRAL BUREAU,2A75,2479261.3057,6460.5079436,0.0197909069633062,2.24901086915946e-05
665,847,8,WEST LOS ANGELES,WEST BUREAU,8A35,7782863.16776,12254.6596264,0.0376440262098384,7.05979431754399e-05
666,759,7,WILSHIRE,WEST BUREAU,7A69,4017540.2274,8945.14969402,0.0277235177119087,3.64437183809695e-05
667,452,4,HOLLENBECK,CENTRAL BUREAU,4A71,790696.41841,6647.13291622,0.019979220296196,7.17260667710846e-06
668,451,4,HOLLENBECK,CENTRAL BUREAU,4A71,3710649.52363,7866.31387304,0.024066867063687,3.36600998307489e-05
669,456,4,HOLLENBECK,CENTRAL BUREAU,4A59,3026933.86102,7607.51670931,0.0234754903392915,2.74580036780624e-05
670,2069,20,OLYMPIC,WEST BUREAU,20A69,4223549.19212,8281.60510096,0.025238362313396,3.83127365682596e-05
671,835,8,WEST LOS ANGELES,WEST BUREAU,8A35,10326791.4856,13193.4261804,0.0405668299464988,9.36724300113096e-05
672,281,2,RAMPART,CENTRAL BUREAU,2A91,1607604.44328,5434.28682889,0.0162664466007155,1.45828047363521e-05
673,763,7,WILSHIRE,WEST BUREAU,7A53,6567091.58082,10565.3792717,0.0318406441302695,5.95694356208066e-05
674,842,8,WEST LOS ANGELES,WEST BUREAU,8A53,5551502.0839,10754.629114,0.0326519636044439,5.03568299495006e-05
675,2064,20,OLYMPIC,WEST BUREAU,20A53,1680774.93129,5178.52233186,0.0156282777048716,1.52465268040182e-05
676,2063,20,OLYMPIC,WEST BUREAU,20A53,1960877.95298,5608.72471385,0.0170506514926687,1.77873791781861e-05
677,854,8,WEST LOS ANGELES,WEST BUREAU,8A35,1903708.87326,6717.14968578,0.020013724687752,1.72683385283317e-05
678,822,8,WEST LOS ANGELES,WEST BUREAU,8A1,19046848.1096,24568.779676,0.0753999796291632,0.000172764004756707
679,823,8,WEST LOS ANGELES,WEST BUREAU,8A1,22861295.2991,21036.1032045,0.0625970936563458,0.000207351553958746
680,885,8,WEST LOS ANGELES,WEST BUREAU,8A95,23742081.5436,20336.4500785,0.0613110490550073,0.000215345348960673
681,457,4,HOLLENBECK,CENTRAL BUREAU,4A53,3459751.64687,7981.84642059,0.0245453475763895,3.13830319041956e-05
682,463,4,HOLLENBECK,CENTRAL BUREAU,4A53,3199431.05685,7591.75045355,0.022499054328608,2.90214634570452e-05
683,853,8,WEST LOS ANGELES,WEST BUREAU,8A53,6056345.7486,9939.56105942,0.0300872208808113,5.49348949882035e-05
684,887,8,WEST LOS ANGELES,WEST BUREAU,8A95,15336432.6757,18206.2931764,0.0545659952037126,0.000139109531475306
685,285,2,RAMPART,CENTRAL BUREAU,2A91,1937242.01215,5696.28399089,0.0173545701509283,1.75725878523164e-05
686,459,4,HOLLENBECK,CENTRAL BUREAU,4A59,5265930.77747,9464.49312466,0.0281431616638768,4.77656225911517e-05
687,764,7,WILSHIRE,WEST BUREAU,7A53,4411976.80373,9558.07483612,0.029819836407615,4.00204195477141e-05
688,766,7,WILSHIRE,WEST BUREAU,7A47,1916191.83897,5976.64097859,0.0186912228459797,1.73816125950159e-05
689,464,4,HOLLENBECK,CENTRAL BUREAU,4A71,3248879.31748,7657.01308763,0.0228305468600155,2.94694123934575e-05
690,767,7,WILSHIRE,WEST BUREAU,7A69,1735420.86187,5368.94149136,0.016317415656996,1.57415663457818e-05
691,461,4,HOLLENBECK,CENTRAL BUREAU,4A71,4820375.69758,8938.10943883,0.0272874337667601,4.3724230561694e-05
692,769,7,WILSHIRE,WEST BUREAU,7A69,2383691.86379,6200.25964944,0.0189743902235299,2.16218356740124e-05
693,2079,20,OLYMPIC,WEST BUREAU,20A97,2518905.87578,6911.3523096,0.0214727176813455,2.28484133884225e-05
694,291,2,RAMPART,CENTRAL BUREAU,2A91,1961597.73936,6795.29345778,0.0197343163116532,1.77929206038494e-05
695,2076,20,OLYMPIC,WEST BUREAU,20A97,7089370.63572,10527.7113691,0.0318601709649095,6.43043955414563e-05
696,2074,20,OLYMPIC,WEST BUREAU,20A71,3863389.82134,8422.34115369,0.0249101929454631,3.50430530145706e-05
697,2073,20,OLYMPIC,WEST BUREAU,20A71,1497376.51823,4907.93115654,0.0147397250477389,1.3582298397707e-05
698,2071,20,OLYMPIC,WEST BUREAU,20A71,3474556.53373,7876.96713815,0.0245450536486485,3.1516762001485e-05
699,841,8,WEST LOS ANGELES,WEST BUREAU,8A53,4646897.05419,8901.24111719,0.0272438442929369,4.2149195211175e-05
700,776,7,WILSHIRE,WEST BUREAU,7A85,2957070.63215,10861.1820167,0.033264704681007,2.68223397977208e-05
701,454,4,HOLLENBECK,CENTRAL BUREAU,4A53,1358834.09718,4975.46866957,0.0148470853885149,1.23256029369662e-05
702,889,8,WEST LOS ANGELES,WEST BUREAU,8A59,6722864.05367,10691.4064903,0.0326596484015297,6.09792061710029e-05
703,777,7,WILSHIRE,WEST BUREAU,7A85,4223561.2415,8401.02774609,0.0254625328799472,3.83096436809081e-05
704,775,7,WILSHIRE,WEST BUREAU,7A85,4101045.72806,8610.72680134,0.0261013346584873,3.71982872259849e-05
705,466,4,HOLLENBECK,CENTRAL BUREAU,4A53,3234237.18594,7624.90222943,0.0235152454584987,2.93362724838607e-05
706,884,8,WEST LOS ANGELES,WEST BUREAU,8A35,11316557.7441,17019.7925623,0.0531989874102357,0.000102642471465845
707,774,7,WILSHIRE,WEST BUREAU,7A85,3489333.68517,7877.80651119,0.0240984751761741,3.16498637944695e-05
708,852,8,WEST LOS ANGELES,WEST BUREAU,8A53,4884142.68429,9073.28254296,0.0276604225907501,4.43006001500733e-05
709,295,2,RAMPART,CENTRAL BUREAU,2A91,2545836.82877,7138.65233889,0.0212108091064917,2.30917496582294e-05
710,773,7,WILSHIRE,WEST BUREAU,7A73,5982157.25452,12720.9080852,0.0394112430911004,5.42601081076419e-05
711,883,8,WEST LOS ANGELES,WEST BUREAU,8A35,2576996.4572,8426.61930753,0.025046055415785,2.33737647205794e-05
712,778,7,WILSHIRE,WEST BUREAU,7A69,2851095.10071,7026.92249708,0.0215168908296956,2.58603998317189e-05
713,782,7,WILSHIRE,WEST BUREAU,7A73,13114174.5005,16430.8257984,0.0496003827569457,0.000118945651821045
714,2088,20,OLYMPIC,WEST BUREAU,20A97,3419359.7838,7522.33128277,0.0231586362887636,3.10148752160989e-05
715,882,8,WEST LOS ANGELES,WEST BUREAU,8A53,7185646.25025,10765.0592358,0.0324009885824394,6.51732456948224e-05
716,779,7,WILSHIRE,WEST BUREAU,7A69,2399960.71804,6266.18775502,0.0192089311020271,2.17684496164385e-05
717,2081,20,OLYMPIC,WEST BUREAU,20A71,3486029.98108,7920.46947307,0.0246820288412394,3.16194641685232e-05
718,2083,20,OLYMPIC,WEST BUREAU,20A71,1490470.72981,4900.69288771,0.0147167621468283,1.35190740627798e-05
719,467,4,HOLLENBECK,CENTRAL BUREAU,4A71,6920086.31824,10892.7406707,0.0331310018417655,6.27652421215016e-05
720,468,4,HOLLENBECK,CENTRAL BUREAU,4A59,6513938.73143,10204.5065438,0.0309465594531048,5.90815025032763e-05
721,462,4,HOLLENBECK,CENTRAL BUREAU,4A71,2770279.53692,9319.3944583,0.0267382073177845,2.51264085824689e-05
722,471,4,HOLLENBECK,CENTRAL BUREAU,4A71,9043777.27445,13807.4858733,0.0403726226433827,8.20245503178309e-05
723,473,4,HOLLENBECK,CENTRAL BUREAU,4A71,5688360.39172,10817.4826364,0.0316003244682344,5.15927801717778e-05
724,861,8,WEST LOS ANGELES,WEST BUREAU,8A1,603834.477322,7864.01737437,0.0252532294184067,5.47685550430924e-06
725,851,8,WEST LOS ANGELES,WEST BUREAU,8A53,4765204.8571,9010.51690118,0.0275570289072036,4.32198519511783e-05
726,783,7,WILSHIRE,WEST BUREAU,7A73,6913460.18758,12057.0107525,0.037765097191729,6.27038594171438e-05
727,881,8,WEST LOS ANGELES,WEST BUREAU,8A53,13742185.0453,15256.7836632,0.0468163063186938,0.00012463477871465
728,898,8,WEST LOS ANGELES,WEST BUREAU,8A95,9490866.79349,14726.6084721,0.0455023831641674,8.60798592166133e-05
729,784,7,WILSHIRE,WEST BUREAU,7A73,5438177.75342,9478.77903004,0.0288653572759592,4.93237424460688e-05
730,895,8,WEST LOS ANGELES,WEST BUREAU,8A95,10007758.5818,12645.790437,0.0382703360421114,9.07657377633277e-05
731,821,8,WEST LOS ANGELES,WEST BUREAU,8A1,2165499.97074,13399.9878478,0.043126133014241,1.9640885936512e-05
732,469,4,HOLLENBECK,CENTRAL BUREAU,4A59,4912502.99234,11772.2245687,0.0342770717747602,4.45535701124849e-05
733,785,7,WILSHIRE,WEST BUREAU,7A85,5246254.58946,9776.22307142,0.0303131321892874,4.75828992196163e-05
734,2099,20,OLYMPIC,WEST BUREAU,20A97,2552775.3417,6676.80770506,0.020855215183993,2.31536216062424e-05
735,2097,20,OLYMPIC,WEST BUREAU,20A97,2877408.38293,7473.84016147,0.0234691027867954,2.60980606621897e-05
736,2093,20,OLYMPIC,WEST BUREAU,20A71,2715927.52759,7318.69166912,0.0230207712414558,2.46335040876018e-05
737,2091,20,OLYMPIC,WEST BUREAU,20A71,2749616.71994,7447.09513799,0.0233760856977346,2.49389823822383e-05
738,789,7,WILSHIRE,WEST BUREAU,7A69,4296742.66437,8914.72078466,0.0278877539127585,3.89711341250707e-05
739,787,7,WILSHIRE,WEST BUREAU,7A85,2786232.23753,7088.65214014,0.0216035002906064,2.5270855363033e-05
740,788,7,WILSHIRE,WEST BUREAU,7A69,2371600.77516,6622.9572189,0.0201459697741605,2.1510200376567e-05
741,292,2,RAMPART,CENTRAL BUREAU,2A91,629390.923149,3822.35439757,0.0118568909340715,5.70854580459228e-06
742,309,3,SOUTHWEST,SOUTH BUREAU,3A19,903273.109583,4656.3635197,0.0145807029717555,8.19254609139518e-06
743,308,3,SOUTHWEST,SOUTH BUREAU,3A19,4047500.99346,8387.45119882,0.0251921207959196,3.67091182325224e-05
744,893,8,WEST LOS ANGELES,WEST BUREAU,8A35,8567645.4302,14130.4185277,0.0451609814156691,7.77043485093929e-05
745,897,8,WEST LOS ANGELES,WEST BUREAU,8A95,4479918.51469,10653.9443736,0.0326032748678593,4.06297628305996e-05
746,477,4,HOLLENBECK,CENTRAL BUREAU,4A71,7966509.04478,11247.3637269,0.0340951679671806,7.22506635390113e-05
747,315,3,SOUTHWEST,SOUTH BUREAU,3A15,5968666.80498,9735.50030662,0.0296662403426968,5.4132763125402e-05
748,316,3,SOUTHWEST,SOUTH BUREAU,3A15,4240595.09912,8498.59306405,0.0262716676720429,3.84604014649124e-05
749,899,8,WEST LOS ANGELES,WEST BUREAU,8A95,5840249.77451,10796.6318622,0.0333801897497205,5.29673573681034e-05
750,318,3,SOUTHWEST,SOUTH BUREAU,3A19,3621434.03529,8172.30313291,0.0249435898131856,3.28448734370597e-05
751,317,3,SOUTHWEST,SOUTH BUREAU,3A15,4090917.81532,8384.22071555,0.0259581165155317,3.71029287900898e-05
752,314,3,SOUTHWEST,SOUTH BUREAU,3A15,7706149.55984,11575.8731964,0.0357501529239413,6.98897697248841e-05
753,871,8,WEST LOS ANGELES,WEST BUREAU,8A1,2273274.02021,12569.8448435,0.0397207356618425,2.0616820806322e-05
754,465,4,HOLLENBECK,CENTRAL BUREAU,4A59,2816509.38522,6962.82187254,0.0213815686479857,2.55442805391197e-05
755,319,3,SOUTHWEST,SOUTH BUREAU,3A19,3781233.98742,8907.53819514,0.026326260923632,3.42929199646963e-05
756,313,3,SOUTHWEST,SOUTH BUREAU,3A15,2372136.51723,6462.71794018,0.0196155028923806,2.15137891708293e-05
757,1311,13,NEWTON,CENTRAL BUREAU,13A13,687434.729947,4133.52703256,0.011919231994575,6.23464247848068e-06
758,301,3,SOUTHWEST,SOUTH BUREAU,3A1,2750526.15547,10160.7474752,0.0327734923562674,2.49456752109544e-05
759,892,8,WEST LOS ANGELES,WEST BUREAU,8A53,3754871.16318,8670.66067163,0.0274494513722098,3.40540104800961e-05
760,307,3,SOUTHWEST,SOUTH BUREAU,3A31,1363379.55953,5202.85097019,0.0163393545615765,1.23650428564102e-05
761,305,3,SOUTHWEST,SOUTH BUREAU,3A31,2052827.35998,7295.44220398,0.0233572877684943,1.86178158560049e-05
762,1309,13,NEWTON,CENTRAL BUREAU,13A9,31141485.091,23697.9223228,0.0700153548994375,0.000282403999883605
763,303,3,SOUTHWEST,SOUTH BUREAU,3A1,1295226.45675,5685.65250919,0.0181342514704195,1.1746798333563e-05
764,478,4,HOLLENBECK,CENTRAL BUREAU,4A97,8304466.24186,11561.1244503,0.0351926161005128,7.53123161858004e-05
765,325,3,SOUTHWEST,SOUTH BUREAU,3A19,3293998.64714,7506.89800241,0.023011585763448,2.98736954773349e-05
766,327,3,SOUTHWEST,SOUTH BUREAU,3A19,2180367.11509,5810.87192043,0.0175397577259169,1.97739969995697e-05
767,326,3,SOUTHWEST,SOUTH BUREAU,3A15,5188739.94327,10535.3544208,0.0333197657957377,4.7057498418581e-05
768,333,3,SOUTHWEST,SOUTH BUREAU,3A31,5669461.37994,10256.197402,0.0299988694523284,5.14153355065651e-05
769,334,3,SOUTHWEST,SOUTH BUREAU,3A31,7020975.1246,11219.4076966,0.0329322223673883,6.36711442379164e-05
770,332,3,SOUTHWEST,SOUTH BUREAU,3A31,4815282.83897,9178.93220333,0.0268790965666707,4.36689469269415e-05
771,331,3,SOUTHWEST,SOUTH BUREAU,3A31,6773137.5129,11492.6824721,0.0349352997071496,6.14247212855576e-05
772,312,3,SOUTHWEST,SOUTH BUREAU,3A1,5748922.58759,10017.3145508,0.03032442515487,5.21366678891318e-05
773,311,3,SOUTHWEST,SOUTH BUREAU,3A1,10296011.4357,14427.2706961,0.045180500436658,9.33742488182984e-05
774,483,4,HOLLENBECK,CENTRAL BUREAU,4A71,534133.206296,3135.74776064,0.00924089155736533,4.8441149634473e-06
775,1405,14,PACIFIC,WEST BUREAU,14A27,795845.062607,5042.67750322,0.0157600525060697,7.21761410480206e-06
776,1428,14,PACIFIC,WEST BUREAU,14A27,9174013.14791,12085.4713171,0.0367283404094672,8.31961895304544e-05
777,1403,14,PACIFIC,WEST BUREAU,14A27,4225025.97949,10276.4421105,0.0327332153034472,3.83168384328076e-05
778,891,8,WEST LOS ANGELES,WEST BUREAU,8A53,1428913.87151,6289.13589255,0.0199284600917934,1.29588132070356e-05
779,1317,13,NEWTON,CENTRAL BUREAU,13A9,11239250.1394,13839.3961793,0.0412331531521347,0.000101922656128065
780,896,8,WEST LOS ANGELES,WEST BUREAU,8A95,407883.769163,2772.33432685,0.00856205031911065,3.69914588678874e-06
781,1402,14,PACIFIC,WEST BUREAU,14A25,7509451.0054,11255.2040983,0.0348487998379608,6.81016319688577e-05
782,328,3,SOUTHWEST,SOUTH BUREAU,3A19,5250813.22777,9623.79265293,0.0286133830686044,4.7618076816005e-05
783,1409,14,PACIFIC,WEST BUREAU,14A27,5501993.61586,13067.3850154,0.0403429295049193,4.98961307182709e-05
784,1406,14,PACIFIC,WEST BUREAU,14A27,5930154.29471,13871.2390378,0.041176658269491,5.37770098208188e-05
785,1408,14,PACIFIC,WEST BUREAU,14A27,789626.129026,6811.72945448,0.0217699178223835,7.16120475877298e-06
786,1407,14,PACIFIC,WEST BUREAU,14A27,7867938.27147,13897.0632141,0.0418276731719349,7.13507056178462e-05
787,336,3,SOUTHWEST,SOUTH BUREAU,3A31,5101877.69543,9145.47221765,0.0280564555670526,4.62682193362991e-05
788,487,4,HOLLENBECK,CENTRAL BUREAU,4A97,2950576.10146,7796.11488522,0.0241389995041035,2.67581546280749e-05
789,1401,14,PACIFIC,WEST BUREAU,14A25,8458009.47627,14105.3252458,0.0426902138994746,7.6701319241084e-05
790,335,3,SOUTHWEST,SOUTH BUREAU,3A31,4743511.76516,9378.05563665,0.0293125978794826,4.3017954717166e-05
791,479,4,HOLLENBECK,CENTRAL BUREAU,4A97,5655126.83869,9705.10580594,0.0289429220143635,5.12834910460232e-05
792,491,4,HOLLENBECK,CENTRAL BUREAU,4A97,7028789.41705,13494.4364947,0.0388942519835862,6.37394453803453e-05
793,337,3,SOUTHWEST,SOUTH BUREAU,3A15,5159011.41505,10489.865898,0.0331808266755025,4.67858725009558e-05
794,1427,14,PACIFIC,WEST BUREAU,14A27,5295109.10965,9981.96437162,0.0300239788913434,4.80183047920852e-05
795,872,8,WEST LOS ANGELES,WEST BUREAU,8A1,725614.875478,3698.99437034,0.0114214558290325,6.58038041983676e-06
796,338,3,SOUTHWEST,SOUTH BUREAU,3A57,4369270.32352,10366.2684167,0.032432166935591,3.96236358288178e-05
797,329,3,SOUTHWEST,SOUTH BUREAU,3A19,1484384.05554,6281.72170125,0.0183716397814929,1.34610895253527e-05
798,489,4,HOLLENBECK,CENTRAL BUREAU,4A97,3092141.57777,9370.26938942,0.0290500468253909,2.80409605718046e-05
799,1322,13,NEWTON,CENTRAL BUREAU,13A13,3042222.51676,7126.53877578,0.0213704468193667,2.75881695044827e-05
800,1331,13,NEWTON,CENTRAL BUREAU,13A41,7821109.0157,11258.4087388,0.0342178301040475,7.09235442961649e-05
801,1426,14,PACIFIC,WEST BUREAU,14A25,1623113.55103,7908.90668782,0.0234157643636546,1.47185252026935e-05
802,321,3,SOUTHWEST,SOUTH BUREAU,3A1,10012036.6133,16628.9778041,0.0532917980687774,9.07927605510527e-05
803,488,4,HOLLENBECK,CENTRAL BUREAU,4A97,3323091.2756,8252.73388672,0.0256468997529134,3.01350117257055e-05
804,1425,14,PACIFIC,WEST BUREAU,14A25,7993950.54117,11499.5288255,0.0350953751147452,7.24896986532233e-05
805,1323,13,NEWTON,CENTRAL BUREAU,13A13,4586619.48801,8759.50221913,0.0266275098066628,4.15922487505925e-05
806,354,3,SOUTHWEST,SOUTH BUREAU,3A55,7814550.30779,11294.6198822,0.0346331894101979,7.08639782675776e-05
807,355,3,SOUTHWEST,SOUTH BUREAU,3A55,7072090.0097,10823.1457607,0.0328053687449204,6.41309443522972e-05
808,356,3,SOUTHWEST,SOUTH BUREAU,3A55,7018805.50063,10591.2660199,0.032010887588407,6.3647732833981e-05
809,357,3,SOUTHWEST,SOUTH BUREAU,3A57,7005068.82772,10592.9213498,0.0320104660384553,6.35231654020353e-05
810,358,3,SOUTHWEST,SOUTH BUREAU,3A57,7293792.37605,10821.2321918,0.0332708832282437,6.61410518591005e-05
811,497,4,HOLLENBECK,CENTRAL BUREAU,4A97,15828231.7251,20082.6179296,0.0604997760602172,0.000143527795412248
812,1438,14,PACIFIC,WEST BUREAU,14A27,6214492.08539,10069.4894515,0.0305184929510675,5.63527918780851e-05
813,351,3,SOUTHWEST,SOUTH BUREAU,3A31,3037370.92708,7810.50053177,0.0246080899260782,2.75438158366644e-05
814,353,3,SOUTHWEST,SOUTH BUREAU,3A31,5976366.11004,10419.203214,0.0322606334760278,5.41941036408625e-05
815,1324,13,NEWTON,CENTRAL BUREAU,13A27,2624842.11331,6487.33767756,0.0198578526901666,2.38020679764015e-05
816,1424,14,PACIFIC,WEST BUREAU,14A25,9805896.60023,13062.4278887,0.0396520023309555,8.89160490895824e-05
817,499,4,HOLLENBECK,CENTRAL BUREAU,4A97,9687560.61839,12725.0058453,0.0384569376554437,8.78439061542654e-05
818,373,3,SOUTHWEST,SOUTH BUREAU,3A73,9653826.305,12954.3584262,0.0383099199184304,8.75367979479541e-05
819,1333,13,NEWTON,CENTRAL BUREAU,13A43,8429870.73193,12146.3853191,0.0373063705320113,7.64393718919195e-05
820,341,3,SOUTHWEST,SOUTH BUREAU,3A41,20510375.8698,28690.8897697,0.0872698646679163,0.000185976567713528
821,359,3,SOUTHWEST,SOUTH BUREAU,3A57,2412792.70159,9124.87541342,0.0260802787664134,2.18782618567632e-05
822,343,3,SOUTHWEST,SOUTH BUREAU,3A41,3745991.71557,8625.82012109,0.0271572014951799,3.3968485203309e-05
823,361,3,SOUTHWEST,SOUTH BUREAU,3A41,4800111.83085,9507.76748605,0.027877020317722,4.35257269569885e-05
824,362,3,SOUTHWEST,SOUTH BUREAU,3A63,6141969.47888,12785.2268031,0.0385758295024808,5.56931254316879e-05
825,1437,14,PACIFIC,WEST BUREAU,14A27,5261295.36827,9431.50648772,0.0285216989732257,4.77079625559862e-05
826,1341,13,NEWTON,CENTRAL BUREAU,13A41,6674904.9575,10658.3642656,0.0315976057548149,6.0524583454206e-05
827,1327,13,NEWTON,CENTRAL BUREAU,13A27,3731421.06927,8323.33477475,0.0258524620446484,3.38352776037798e-05
828,1325,13,NEWTON,CENTRAL BUREAU,13A27,2958862.02514,7103.53080374,0.0213948647978703,2.68296860074766e-05
829,374,3,SOUTHWEST,SOUTH BUREAU,3A73,8625945.201,12173.6894274,0.0368453634719824,7.82148864416069e-05
